Ticker,Name,Sector,Industry,Price,Collection,Ratios Code
OXY,Occidental Petroleum Corporation,Basic Materials,Independent Oil & Gas,WIKI/OXY,stocks/oxy,DMDRN/OXY_ALLFINANCIALRATIOS
PAYX,"Paychex, Inc.",Services,Staffing & Outsourcing Services,WIKI/PAYX,stocks/payx,DMDRN/PAYX_ALLFINANCIALRATIOS
PBCT,People's United Financial Inc.,Financial,Savings & Loans,WIKI/PBCT,stocks/pbct,DMDRN/PBCT_ALLFINANCIALRATIOS
PBI,Pitney Bowes Inc.,Consumer Goods,Business Equipment,WIKI/PBI,stocks/pbi,DMDRN/PBI_ALLFINANCIALRATIOS
PCAR,PACCAR Inc.,Consumer Goods,Trucks & Other Vehicles,WIKI/PCAR,stocks/pcar,DMDRN/PCAR_ALLFINANCIALRATIOS
PCG,,Utilities,Electric Utilities,WIKI/PCG,stocks/pcg,DMDRN/PCG_ALLFINANCIALRATIOS
PCL,Plum Creek Timber Co. Inc.,Industrial Goods,"Lumber, Wood Production",WIKI/PCL,stocks/pcl,DMDRN/PCL_ALLFINANCIALRATIOS
PCLN,The Priceline Group Inc.,Services,Business Services,WIKI/PCLN,stocks/pcln,DMDRN/PCLN_ALLFINANCIALRATIOS
PCP,Precision Castparts Corp.,Industrial Goods,Metal Fabrication,WIKI/PCP,stocks/pcp,DMDRN/PCP_ALLFINANCIALRATIOS
PDCO,"Patterson Companies, Inc.",Services,Medical Equipment Wholesale,WIKI/PDCO,stocks/pdco,DMDRN/PDCO_ALLFINANCIALRATIOS
PEG,Public Service Enterprise Group Inc.,Utilities,Diversified Utilities,WIKI/PEG,stocks/peg,DMDRN/PEG_ALLFINANCIALRATIOS
PEP,"Pepsico, Inc.",Consumer Goods,Beverages - Soft Drinks,WIKI/PEP,stocks/pep,DMDRN/PEP_ALLFINANCIALRATIOS
PETM,"PetSmart, Inc.",Services,"Specialty Retail, Other",WIKI/PETM,stocks/petm,DMDRN/PETM_ALLFINANCIALRATIOS
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - Major,WIKI/PFE,stocks/pfe,DMDRN/PFE_ALLFINANCIALRATIOS
PFG,Principal Financial Group Inc.,Financial,Life Insurance,WIKI/PFG,stocks/pfg,DMDRN/PFG_ALLFINANCIALRATIOS
PG,The Procter & Gamble Company,Consumer Goods,Personal Products,WIKI/PG,stocks/pg,DMDRN/PG_ALLFINANCIALRATIOS
PNC,"The PNC Financial Services Group, Inc.",Financial,Money Center Banks,WIKI/PNC,stocks/pnc,DMDRN/PNC_ALLFINANCIALRATIOS
PNW,Pinnacle West Capital Corporation,Utilities,Electric Utilities,WIKI/PNW,stocks/pnw,DMDRN/PNW_ALLFINANCIALRATIOS
POM,"Pepco Holdings, Inc.",Utilities,Electric Utilities,WIKI/POM,stocks/pom,DMDRN/POM_ALLFINANCIALRATIOS
PPG,PPG Industries Inc.,Basic Materials,Specialty Chemicals,WIKI/PPG,stocks/ppg,DMDRN/PPG_ALLFINANCIALRATIOS
PPL,PPL Corporation,Utilities,Electric Utilities,WIKI/PPL,stocks/ppl,DMDRN/PPL_ALLFINANCIALRATIOS
PRU,"Prudential Financial, Inc.",Financial,Life Insurance,WIKI/PRU,stocks/pru,DMDRN/PRU_ALLFINANCIALRATIOS
PSA,Public Storage,Financial,REIT - Industrial,WIKI/PSA,stocks/psa,DMDRN/PSA_ALLFINANCIALRATIOS
PSX,Phillips 66,Basic Materials,Oil & Gas Refining & Marketing,WIKI/PSX,stocks/psx,DMDRN/PSX_ALLFINANCIALRATIOS
PVH,PVH Corp.,Consumer Goods,Textile - Apparel Clothing,WIKI/PVH,stocks/pvh,DMDRN/PVH_ALLFINANCIALRATIOS
PX,Praxair Inc.,Basic Materials,Chemicals - Major Diversified,WIKI/PX,stocks/px,DMDRN/PX_ALLFINANCIALRATIOS
PXD,Pioneer Natural Resources Co.,Basic Materials,Independent Oil & Gas,WIKI/PXD,stocks/pxd,DMDRN/PXD_ALLFINANCIALRATIOS
QCOM,QUALCOMM Incorporated,Technology,Communication Equipment,WIKI/QCOM,stocks/qcom,DMDRN/QCOM_ALLFINANCIALRATIOS
R,"Ryder System, Inc.",Services,Rental & Leasing Services,WIKI/R,stocks/r,DMDRN/R_ALLFINANCIALRATIOS
RAI,Reynolds American Inc.,Consumer Goods,Cigarettes,WIKI/RAI,stocks/rai,DMDRN/RAI_ALLFINANCIALRATIOS
RCL,Royal Caribbean Cruises Ltd.,Services,Resorts & Casinos,WIKI/RCL,stocks/rcl,DMDRN/RCL_ALLFINANCIALRATIOS
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/REGN,stocks/regn,DMDRN/REGN_ALLFINANCIALRATIOS
RF,Regions Financial Corporation,Financial,Regional - Southeast Banks,WIKI/RF,stocks/rf,DMDRN/RF_ALLFINANCIALRATIOS
RHI,Robert Half International Inc.,Services,Staffing & Outsourcing Services,WIKI/RHI,stocks/rhi,DMDRN/RHI_ALLFINANCIALRATIOS
RHT,"Red Hat, Inc.",Technology,Application Software,WIKI/RHT,stocks/rht,DMDRN/RHT_ALLFINANCIALRATIOS
RL,Ralph Lauren Corporation,Consumer Goods,Textile - Apparel Clothing,WIKI/RL,stocks/rl,DMDRN/RL_ALLFINANCIALRATIOS
ROK,Rockwell Automation Inc.,Industrial Goods,Diversified Machinery,WIKI/ROK,stocks/rok,DMDRN/ROK_ALLFINANCIALRATIOS
ROP,Roper Industries Inc.,Industrial Goods,Diversified Machinery,WIKI/ROP,stocks/rop,DMDRN/ROP_ALLFINANCIALRATIOS
ROST,Ross Stores Inc.,Services,Apparel Stores,WIKI/ROST,stocks/rost,DMDRN/ROST_ALLFINANCIALRATIOS
RRC,Range Resources Corporation,Basic Materials,Independent Oil & Gas,WIKI/RRC,stocks/rrc,DMDRN/RRC_ALLFINANCIALRATIOS
RSG,"Republic Services, Inc.",Industrial Goods,Waste Management,WIKI/RSG,stocks/rsg,DMDRN/RSG_ALLFINANCIALRATIOS
RTN,Raytheon Co.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/RTN,stocks/rtn,DMDRN/RTN_ALLFINANCIALRATIOS
SBUX,Starbucks Corporation,Services,Specialty Eateries,WIKI/SBUX,stocks/sbux,DMDRN/SBUX_ALLFINANCIALRATIOS
SCG,SCANA Corp.,Utilities,Electric Utilities,WIKI/SCG,stocks/scg,DMDRN/SCG_ALLFINANCIALRATIOS
SCHW,The Charles Schwab Corporation,Financial,Investment Brokerage - National,WIKI/SCHW,stocks/schw,DMDRN/SCHW_ALLFINANCIALRATIOS
SE,Spectra Energy Corp.,Basic Materials,Oil & Gas Pipelines,WIKI/SE,stocks/se,DMDRN/SE_ALLFINANCIALRATIOS
SEE,Sealed Air Corporation,Consumer Goods,Packaging & Containers,WIKI/SEE,stocks/see,DMDRN/SEE_ALLFINANCIALRATIOS
SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services,WIKI/SLB,stocks/slb,DMDRN/SLB_ALLFINANCIALRATIOS
SNA,Snap-on Inc.,Industrial Goods,Small Tools & Accessories,WIKI/SNA,stocks/sna,DMDRN/SNA_ALLFINANCIALRATIOS
SNDK,SanDisk Corp.,Technology,Data Storage Devices,WIKI/SNDK,stocks/sndk,DMDRN/SNDK_ALLFINANCIALRATIOS
SNI,"Scripps Networks Interactive, Inc.",Services,Broadcasting - TV,WIKI/SNI,stocks/sni,DMDRN/SNI_ALLFINANCIALRATIOS
SO,Southern Company,Utilities,Diversified Utilities,WIKI/SO,stocks/so,DMDRN/SO_ALLFINANCIALRATIOS
SPG,Simon Property Group Inc.,Financial,REIT - Retail,WIKI/SPG,stocks/spg,DMDRN/SPG_ALLFINANCIALRATIOS
SPLS,"Staples, Inc.",Services,"Specialty Retail, Other",WIKI/SPLS,stocks/spls,DMDRN/SPLS_ALLFINANCIALRATIOS
SRCL,"Stericycle, Inc.",Industrial Goods,Waste Management,WIKI/SRCL,stocks/srcl,DMDRN/SRCL_ALLFINANCIALRATIOS
SRE,Sempra Energy,Utilities,Diversified Utilities,WIKI/SRE,stocks/sre,DMDRN/SRE_ALLFINANCIALRATIOS
STI,"SunTrust Banks, Inc.",Financial,Money Center Banks,WIKI/STI,stocks/sti,DMDRN/STI_ALLFINANCIALRATIOS
STJ,St. Jude Medical Inc.,Healthcare,Medical Appliances & Equipment,WIKI/STJ,stocks/stj,DMDRN/STJ_ALLFINANCIALRATIOS
STX,Seagate Technology Public Limited Company,Technology,Data Storage Devices,WIKI/STX,stocks/stx,DMDRN/STX_ALLFINANCIALRATIOS
STZ,Constellation Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers,WIKI/STZ,stocks/stz,DMDRN/STZ_ALLFINANCIALRATIOS
SWK,"Stanley Black & Decker, Inc.",Industrial Goods,Machine Tools & Accessories,WIKI/SWK,stocks/swk,DMDRN/SWK_ALLFINANCIALRATIOS
SWN,Southwestern Energy Co.,Basic Materials,Independent Oil & Gas,WIKI/SWN,stocks/swn,DMDRN/SWN_ALLFINANCIALRATIOS
SWY,Safeway Inc.,Services,Grocery Stores,WIKI/SWY,stocks/swy,DMDRN/SWY_ALLFINANCIALRATIOS
SYK,Stryker Corporation,Healthcare,Medical Appliances & Equipment,WIKI/SYK,stocks/syk,DMDRN/SYK_ALLFINANCIALRATIOS
SYMC,Symantec Corporation,Technology,Security Software & Services,WIKI/SYMC,stocks/symc,DMDRN/SYMC_ALLFINANCIALRATIOS
SYY,Sysco Corporation,Services,Food Wholesale,WIKI/SYY,stocks/syy,DMDRN/SYY_ALLFINANCIALRATIOS
T,,Technology,Telecom Services - Domestic,WIKI/T,stocks/t,DMDRN/T_ALLFINANCIALRATIOS
TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,WIKI/TAP,stocks/tap,DMDRN/TAP_ALLFINANCIALRATIOS
TDC,Teradata Corporation,Technology,Data Storage Devices,WIKI/TDC,stocks/tdc,DMDRN/TDC_ALLFINANCIALRATIOS
TE,"TECO Energy, Inc.",Utilities,Electric Utilities,WIKI/TE,stocks/te,DMDRN/TE_ALLFINANCIALRATIOS
TEG,"Integrys Energy Group, Inc.",Utilities,Gas Utilities,WIKI/TEG,stocks/teg,DMDRN/TEG_ALLFINANCIALRATIOS
TEL,TE Connectivity Ltd.,Technology,Diversified Electronics,WIKI/TEL,stocks/tel,DMDRN/TEL_ALLFINANCIALRATIOS
TGT,Target Corp.,Services,"Discount, Variety Stores",WIKI/TGT,stocks/tgt,DMDRN/TGT_ALLFINANCIALRATIOS
THC,Tenet Healthcare Corp.,Healthcare,Hospitals,WIKI/THC,stocks/thc,DMDRN/THC_ALLFINANCIALRATIOS
TIF,Tiffany & Co.,Services,Jewelry Stores,WIKI/TIF,stocks/tif,DMDRN/TIF_ALLFINANCIALRATIOS
TJX,"The TJX Companies, Inc.",Services,Department Stores,WIKI/TJX,stocks/tjx,DMDRN/TJX_ALLFINANCIALRATIOS
TMO,"Thermo Fisher Scientific, Inc.",Healthcare,Medical Laboratories & Research,WIKI/TMO,stocks/tmo,DMDRN/TMO_ALLFINANCIALRATIOS
TRIP,TripAdvisor Inc.,Technology,Internet Information Providers,WIKI/TRIP,stocks/trip,DMDRN/TRIP_ALLFINANCIALRATIOS
TRV,"The Travelers Companies, Inc.",Financial,Property & Casualty Insurance,WIKI/TRV,stocks/trv,DMDRN/TRV_ALLFINANCIALRATIOS
TSCO,Tractor Supply Company,Services,"Specialty Retail, Other",WIKI/TSCO,stocks/tsco,DMDRN/TSCO_ALLFINANCIALRATIOS
TSN,"Tyson Foods, Inc.",Consumer Goods,Meat Products,WIKI/TSN,stocks/tsn,DMDRN/TSN_ALLFINANCIALRATIOS
TSO,Tesoro Corporation,Basic Materials,Oil & Gas Refining & Marketing,WIKI/TSO,stocks/tso,DMDRN/TSO_ALLFINANCIALRATIOS
TWC,Time Warner Cable Inc.,Services,CATV Systems,WIKI/TWC,stocks/twc,DMDRN/TWC_ALLFINANCIALRATIOS
TWX,Time Warner Inc.,Services,Entertainment - Diversified,WIKI/TWX,stocks/twx,DMDRN/TWX_ALLFINANCIALRATIOS
TXN,Texas Instruments Inc.,Technology,Semiconductor - Broad Line,WIKI/TXN,stocks/txn,DMDRN/TXN_ALLFINANCIALRATIOS
TXT,Textron Inc.,Industrial Goods,Aerospace/Defense - Major Diversified,WIKI/TXT,stocks/txt,DMDRN/TXT_ALLFINANCIALRATIOS
TYC,Tyco International Ltd.,Services,Security & Protection Services,WIKI/TYC,stocks/tyc,DMDRN/TYC_ALLFINANCIALRATIOS
UA,"Under Armour, Inc.",Consumer Goods,Textile - Apparel Clothing,WIKI/UA,stocks/ua,DMDRN/UA_ALLFINANCIALRATIOS
UHS,Universal Health Services Inc.,Healthcare,Hospitals,WIKI/UHS,stocks/uhs,DMDRN/UHS_ALLFINANCIALRATIOS
UNH,UnitedHealth Group Incorporated,Healthcare,Health Care Plans,WIKI/UNH,stocks/unh,DMDRN/UNH_ALLFINANCIALRATIOS
UNM,Unum Group,Financial,Accident & Health Insurance,WIKI/UNM,stocks/unm,DMDRN/UNM_ALLFINANCIALRATIOS
UNP,Union Pacific Corporation,Services,Railroads,WIKI/UNP,stocks/unp,DMDRN/UNP_ALLFINANCIALRATIOS
UPS,"United Parcel Service, Inc.",Services,Air Delivery & Freight Services,WIKI/UPS,stocks/ups,DMDRN/UPS_ALLFINANCIALRATIOS
URBN,Urban Outfitters Inc.,Services,Apparel Stores,WIKI/URBN,stocks/urbn,DMDRN/URBN_ALLFINANCIALRATIOS
URI,"United Rentals, Inc.",Services,Rental & Leasing Services,WIKI/URI,stocks/uri,DMDRN/URI_ALLFINANCIALRATIOS
UTX,United Technologies Corp.,Industrial Goods,Aerospace/Defense Products & Services,WIKI/UTX,stocks/utx,DMDRN/UTX_ALLFINANCIALRATIOS
V,Visa Inc.,Financial,Credit Services,WIKI/V,stocks/v,DMDRN/V_ALLFINANCIALRATIOS
VAR,"Varian Medical Systems, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/VAR,stocks/var,DMDRN/VAR_ALLFINANCIALRATIOS
VIAB,"Viacom, Inc.",Services,Entertainment - Diversified,WIKI/VIAB,stocks/viab,DMDRN/VIAB_ALLFINANCIALRATIOS
VLO,Valero Energy Corporation,Basic Materials,Oil & Gas Refining & Marketing,WIKI/VLO,stocks/vlo,DMDRN/VLO_ALLFINANCIALRATIOS
VMC,Vulcan Materials Company,Industrial Goods,General Building Materials,WIKI/VMC,stocks/vmc,DMDRN/VMC_ALLFINANCIALRATIOS
VNO,Vornado Realty Trust,Financial,REIT - Diversified,WIKI/VNO,stocks/vno,DMDRN/VNO_ALLFINANCIALRATIOS
VRSN,"VeriSign, Inc.",Technology,Internet Information Providers,WIKI/VRSN,stocks/vrsn,DMDRN/VRSN_ALLFINANCIALRATIOS
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,WIKI/VRTX,stocks/vrtx,DMDRN/VRTX_ALLFINANCIALRATIOS
VTR,"Ventas, Inc.",Financial,REIT - Healthcare Facilities,WIKI/VTR,stocks/vtr,DMDRN/VTR_ALLFINANCIALRATIOS
VZ,Verizon Communications Inc.,Technology,Telecom Services - Domestic,WIKI/VZ,stocks/vz,DMDRN/VZ_ALLFINANCIALRATIOS
WAG,Walgreen Co.,Services,Drug Stores,WIKI/WAG,stocks/wag,DMDRN/WAG_ALLFINANCIALRATIOS
WAT,Waters Corporation,Technology,Scientific & Technical Instruments,WIKI/WAT,stocks/wat,DMDRN/WAT_ALLFINANCIALRATIOS
WDC,Western Digital Corporation,Technology,Data Storage Devices,WIKI/WDC,stocks/wdc,DMDRN/WDC_ALLFINANCIALRATIOS
WEC,Wisconsin Energy Corp.,Utilities,Electric Utilities,WIKI/WEC,stocks/wec,DMDRN/WEC_ALLFINANCIALRATIOS
WFM,"Whole Foods Market, Inc.",Services,Grocery Stores,WIKI/WFM,stocks/wfm,DMDRN/WFM_ALLFINANCIALRATIOS
WHR,Whirlpool Corp.,Consumer Goods,Appliances,WIKI/WHR,stocks/whr,DMDRN/WHR_ALLFINANCIALRATIOS
WM,"Waste Management, Inc.",Industrial Goods,Waste Management,WIKI/WM,stocks/wm,DMDRN/WM_ALLFINANCIALRATIOS
WMB,"Williams Companies, Inc.",Basic Materials,Oil & Gas Pipelines,WIKI/WMB,stocks/wmb,DMDRN/WMB_ALLFINANCIALRATIOS
WMT,Wal-Mart Stores Inc.,Services,"Discount, Variety Stores",WIKI/WMT,stocks/wmt,DMDRN/WMT_ALLFINANCIALRATIOS
WU,The Western Union Company,Financial,Credit Services,WIKI/WU,stocks/wu,DMDRN/WU_ALLFINANCIALRATIOS
WY,Weyerhaeuser Co.,Industrial Goods,"Lumber, Wood Production",WIKI/WY,stocks/wy,DMDRN/WY_ALLFINANCIALRATIOS
WYN,Wyndham Worldwide Corporation,Services,Lodging,WIKI/WYN,stocks/wyn,DMDRN/WYN_ALLFINANCIALRATIOS
WYNN,Wynn Resorts Ltd.,Services,Resorts & Casinos,WIKI/WYNN,stocks/wynn,DMDRN/WYNN_ALLFINANCIALRATIOS
XEC,Cimarex Energy Co.,Basic Materials,Independent Oil & Gas,WIKI/XEC,stocks/xec,DMDRN/XEC_ALLFINANCIALRATIOS
XEL,Xcel Energy Inc.,Utilities,Electric Utilities,WIKI/XEL,stocks/xel,DMDRN/XEL_ALLFINANCIALRATIOS
XL,XL Group plc,Financial,Property & Casualty Insurance,WIKI/XL,stocks/xl,DMDRN/XL_ALLFINANCIALRATIOS
XLNX,Xilinx Inc.,Technology,Semiconductor - Integrated Circuits,WIKI/XLNX,stocks/xlnx,DMDRN/XLNX_ALLFINANCIALRATIOS
XOM,Exxon Mobil Corporation,Basic Materials,Major Integrated Oil & Gas,WIKI/XOM,stocks/xom,DMDRN/XOM_ALLFINANCIALRATIOS
XRAY,DENTSPLY International Inc.,Healthcare,Medical Instruments & Supplies,WIKI/XRAY,stocks/xray,DMDRN/XRAY_ALLFINANCIALRATIOS
XRX,Xerox Corporation,Technology,Information Technology Services,WIKI/XRX,stocks/xrx,DMDRN/XRX_ALLFINANCIALRATIOS
XYL,Xylem Inc.,Industrial Goods,Diversified Machinery,WIKI/XYL,stocks/xyl,DMDRN/XYL_ALLFINANCIALRATIOS
YHOO,Yahoo! Inc.,Technology,Internet Information Providers,WIKI/YHOO,stocks/yhoo,DMDRN/YHOO_ALLFINANCIALRATIOS
YUM,"Yum! Brands, Inc.",Services,Restaurants,WIKI/YUM,stocks/yum,DMDRN/YUM_ALLFINANCIALRATIOS
ZION,Zions Bancorporation,Financial,Regional - Pacific Banks,WIKI/ZION,stocks/zion,DMDRN/ZION_ALLFINANCIALRATIOS
ZMH,"Zimmer Holdings, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/ZMH,stocks/zmh,DMDRN/ZMH_ALLFINANCIALRATIOS
